id,car_brand,car_model,car_trim,Price_EGP,body_type,powertrain_type,Insurance_Price_EGP,Register_Price_EGP,Engine_CC,Engine_Turbo,Horsepower_HP,Max_Speed_kmh,Acceleration_0_100_sec,Number_transmission_Speeds,Transmission_Type,Fuel_Type,Number_of_Cylinders,Fuel_Tank_L,Torque_Newton_Meter,Length_mm,Width_mm,Height_mm,Ground_Clearance_mm,Wheelbase_mm,Trunk_Size_L,Origin_Country,Assembly_Country,Year,Number_of_Seats,Traction_Type,ABS,EBD,Driver_Airbag,Passenger_Airbag,Rear_Sensors,Air_Conditioning,Power_Steering,Electric_Mirrors,Remote_Keyless,Central_Locking,Cruise_Control,Sunroof,Tinted_Glass,Front_Power_Windows,Back_Power_Windows,Bluetooth,USB_Port,AUX,Alloy_Wheels,Fog_Light,Multifunction,Warranty_km,Warranty_years,Minimum_Installment,Minimum_Deposit,Fuel_Consumption_l_100_km,Side_Airbag,Power_Seats,CD_Player,Closing_Mirrors,Leather_Seats,EPS,Rear_Camera,GPS,Front_Sensors,Intelligent_Parking_System,Rear_Spoiler,Electric_Chairs,Start_Engine,ESP,Steptronic,Panoramic_Sunroof,Touch_Activated_Door_Lock,Heated_Seats,Cool_Box,Rear_Seat_Entertainment,Daytime_Running_Lights,Start_Stop_System,Tyre_Pressure_Sensor,Xenon_Headlights,Front_Camera,Immobilizer_Key,Roof_Rack,Anti_Theft_System,Alarm,Multimedia_Touch_Screen,Off_Road_Tyres,Battery_Capacity_kWh,Battery_Range_km
212,exeed,Exeed-RX,Exeed RX 2025 Automtic,1980000.0,crossover/suv,Internal_Combustion_Engine,49500,29700,2000,True,261,,,7,automatic_dsg,,4,,385,4775,1920,1671,,2800,,china,egypt,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,55399,297000,,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,,,,,,,,,,,True,True,True,,,
213,exeed,Exeed-RX,Exeed RX 2025 A/T / Flagship,2380000.0,crossover/suv,Internal_Combustion_Engine,59500,35700,2000,True,261,,,7,automatic_dsg,,4,,385,4775,1920,1671,,2800,,china,egypt,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,66590,357000,,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,,,,,,,,,,,True,True,True,,,
214,exeed,VX,Exeed VX 2025 A/T / Luxury,2680000.0,crossover/suv,Internal_Combustion_Engine,67000,40200,2000,True,261,,,8,automatic_traditional,95,4,65,385,4970,1940,1940,,2900,,china,egypt,2025,7,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,74984,402000,,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,,,,,,,,,,,True,True,True,,,
215,exeed,VX,Exeed VX 2025 A/T / flagship,2980000.0,crossover/suv,Internal_Combustion_Engine,74500,44700,2000,True,261,,,8,automatic_traditional,95,4,65,385,4970,1940,1940,,2900,,china,egypt,2025,7,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,83378,447000,,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,,,,,,,,,,,True,True,True,,,
216,fiat,500X,Fiat 500 X 2025 A/T / Cross,1140000.0,crossover/suv,Internal_Combustion_Engine,28500,11400,1400,True,140,190,12.3,6,automatic_traditional,92,4,48,230,4269,1796,1608,160,,350,italy,,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,3.0,31896,171000,5.7,True,,,,,True,True,True,True,True,True,,True,True,,,True,,,,,,,,,,,True,True,True,,,
217,fiat,tipo,Fiat Tipo 2025 manual / Entry‏,694900.0,sedan,Internal_Combustion_Engine,17373,6949,1400,False,95,185,11.5,6,manual,92,4,45,127,4540,1790,1490,150,2636,520,italy,turkey,2025,5,front traction,True,True,True,True,,True,True,True,True,True,True,,,True,True,True,True,True,True,,True,100000.0,3.0,19443,104235,5.7,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,True,True,,,,
218,fiat,tipo,Fiat Tipo 2025 manual / Entry‏ Plus‏,744900.0,sedan,Internal_Combustion_Engine,18623,7449,1400,False,95,185,11.5,6,manual,92,4,45,127,4540,1790,1490,150,2636,520,italy,turkey,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,3.0,20842,111735,5.7,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,True,True,True,,,
219,fiat,tipo,Fiat Tipo 2025 Manual  / MID,794900.0,sedan,Internal_Combustion_Engine,19873,7949,1400,False,95,185,11.5,6,manual,92,4,45,127,4540,1790,1490,150,2636,520,italy,turkey,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,3.0,22241,119235,5.7,True,,,,,True,True,,,True,,,,True,,,,,,,,,,,,,,True,True,True,,,
220,gac,Emkoo,GAC Emkoo 2025 Automtic / Gs,1345000.0,crossover/suv,Internal_Combustion_Engine,33625,13450,1500,True,177,,,7,automatic_dsg,95,4,55,270,4680,1901,1670,,2750,,china,china,2025,5,front traction,True,True,True,True,True,True,True,,True,True,,,True,True,True,True,True,True,True,True,True,150000.0,5.0,37632,201750,,,,,,,True,,True,,,True,,True,True,,,True,,,,,,,,,,,True,True,True,,,
221,gac,Emkoo,GAC Emkoo 2025 Automtic / GE,1455000.0,crossover/suv,Internal_Combustion_Engine,36375,14550,1500,True,177,,,7,automatic_dsg,95,4,55,270,4680,1901,1670,,2750,,china,china,2025,5,front traction,True,True,True,True,True,True,True,,True,True,True,,True,True,True,True,True,True,True,True,True,150000.0,5.0,40710,218250,,True,True,,,,True,True,True,,,True,True,True,True,,,True,,,,,,,,,,,True,True,True,,,
222,gac,Emkoo,GAC Emkoo 2025 Automtic / GL,1570000.0,crossover/suv,Internal_Combustion_Engine,39250,15700,1500,True,177,,,7,automatic_dsg,95,4,55,270,4680,1901,1670,,2750,,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,150000.0,5.0,43927,235500,,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,,,,,,,,,,,True,True,True,,,
223,gac,Empow,GAC Empow 2025 A/T / GS,1080000.0,sedan,Internal_Combustion_Engine,27000,10800,1500,True,170,,,7,automatic_dsg,95,4,47,270,4700,1850,1432,,2730,,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,150000.0,5.0,30218,162000,,,,True,,,True,,,,,True,,True,True,,,,,,,,,,,,,,True,True,True,,,
224,gac,Empow,GAC Empow 2025 A/T / GB,1230000.0,sedan,Internal_Combustion_Engine,30750,12300,1500,True,170,,,7,automatic_dsg,95,4,47,270,4700,1850,1432,,2730,,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,150000.0,5.0,34414,184500,,True,True,True,,True,True,True,True,,,True,True,True,True,True,,True,,,,,,,,,,,True,True,True,,,
225,gac,Empow,GAC Empow 2025 A/T / GE S-Style,1340000.0,sedan,Internal_Combustion_Engine,33500,13400,1500,True,170,,,7,automatic_dsg,95,4,47,270,4700,1850,1432,,2730,,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,150000.0,5.0,37492,201000,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,,,,,,,,,True,True,True,,,
226,gac,GS4,GAC GS4 2025 Automtic / GS,1185000.0,crossover/suv,Internal_Combustion_Engine,29625,11850,1500,True,168,,,6,automatic_traditional,95,4,55,265,4545,1856,1700,,2680,470,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,150000.0,5.0,33155,177750,,,,,,,True,,,,,True,,,True,,,,,,,,,,,,,,True,True,,,,
227,gac,GS4,GAC GS4 2025 Automtic / GB,1265000.0,crossover/suv,Internal_Combustion_Engine,31625,12650,1500,True,168,,,6,automatic_traditional,95,4,55,265,4545,1856,1700,,2680,470,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,150000.0,5.0,35394,189750,,True,,,,True,True,True,True,,,True,,True,True,,,True,,,,,,,,,,,True,True,True,,,
228,gac,GS4,GAC GS4 2025 Automtic / GE,1355000.0,crossover/suv,Internal_Combustion_Engine,33875,13550,1500,True,168,,,6,automatic_traditional,95,4,55,265,4545,1856,1700,,2680,470,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,150000.0,5.0,37912,203250,,True,True,,True,True,True,True,True,,True,True,True,True,True,,,True,,,,,,,,,,,True,True,True,,,
229,geely,City-Ray,Geely City Ray 2026 A/T / Comfort,1249000.0,sedan,Internal_Combustion_Engine,31225,12490,1500,True,172,,,7,automatic_dsg,95,4,51,290,4510,1865,1650,200,2701,571,china,china,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,True,150000.0,5.0,34946,187350,,,,,,,True,,,,,True,,,True,,,,,,,True,,,,,True,True,,True,,,,
230,geely,City-Ray,Geely City Ray 2026 A/T / Premium,1329000.0,sedan,Internal_Combustion_Engine,33225,13290,1500,True,172,,,7,automatic_dsg,95,4,51,290,4510,1865,1650,200,2701,571,china,china,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,True,150000.0,5.0,37184,199350,,,,,,,True,,,,,True,,,True,,,,,,,True,,,,,True,True,,True,,,,
231,geely,City-Ray,Geely City Ray 2026 A/T / Sport,1339000.0,sedan,Internal_Combustion_Engine,33475,13390,1500,True,172,,,7,automatic_dsg,95,4,51,290,4510,1865,1650,200,2701,571,china,china,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,True,150000.0,5.0,37464,200850,,,,,,,True,,,,,True,,,True,,,,,,,True,,,,,True,True,,True,,,,
232,geely,Coolray,Geely Cool Ray 2025 A/T / Comfort ,999000.0,crossover/suv,Internal_Combustion_Engine,24975,9990,1500,True,174,195,290.0,7,automatic_dsg,92,4,,290,4380,1810,1615,,2600,,china,,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,200000.0,6.0,27951,149850,5.8,,,,,True,True,True,True,,,,,True,True,,,,,,,,,,,,,,True,True,True,,,
233,geely,Coolray,Geely Cool Ray 2025 A/T / Comfort / ,1099000.0,crossover/suv,Internal_Combustion_Engine,27475,10990,1500,True,174,195,290.0,7,automatic_dsg,92,4,,290,4380,1810,1615,,2600,,china,,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,200000.0,6.0,30749,164850,5.8,,,,,True,True,True,True,,,,,True,True,,,,,,,,,,,,,,True,True,True,,,
234,geely,Coolray,Geely Cool Ray 2025 A/T / GL / ,1099000.0,crossover/suv,Internal_Combustion_Engine,27475,10990,1500,True,174,195,290.0,7,automatic_dsg,92,4,,290,4380,1810,1615,,2600,,china,,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,200000.0,6.0,30749,164850,5.8,,,,,True,True,True,True,,,,,,True,,,,,,,,,,,,,,True,True,True,,,
235,geely,Coolray,Geely Cool Ray 2025 A/T / Premium  ,1099000.0,crossover/suv,Internal_Combustion_Engine,27475,10990,1500,True,174,195,7.6,7,automatic_dsg,92,4,,290,4380,1810,1615,,2600,,china,,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,200000.0,6.0,30749,164850,5.8,,,,True,True,True,True,True,,,,,True,True,,True,True,,,,,,,,,,,True,True,True,,,
236,geely,Coolray,Geely Cool Ray 2025 A/T / Premium / ,1199000.0,crossover/suv,Internal_Combustion_Engine,29975,11990,1500,True,174,195,7.6,7,automatic_dsg,92,4,,290,4380,1810,1615,,2600,,china,,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,200000.0,6.0,33547,179850,5.8,,,,True,True,True,True,True,,,,,True,True,,True,True,,,,,,,,,,,True,True,True,,,
237,geely,Coolray,Geely Cool Ray 2025 A/T / Sport (AUTO MOBILITY) ,1199000.0,crossover/suv,Internal_Combustion_Engine,29975,11990,1500,True,174,195,7.6,7,automatic_traditional,92,4,,290,4380,1810,1615,,,,china,,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,200000.0,6.0,33547,179850,5.8,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,,,,,,,,,,,True,True,True,,,
238,geely,Coolray,Geely Cool Ray 2025 A/T / sport / ,1299000.0,crossover/suv,Internal_Combustion_Engine,32475,12990,1500,True,174,195,7.6,7,automatic_traditional,92,4,,290,4380,1810,1615,,,,china,,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,200000.0,6.0,36345,194850,5.8,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,,,,,,,,,,,True,True,True,,,
239,geely,GX3-pro,Geely GX3 Pro 2025 A/T / Premium ,849900.0,crossover/suv,Internal_Combustion_Engine,21248,8499,1500,False,103,,,,automatic_cvt,92,4,,140,4005,1706,1575,185,2480,400,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,150000.0,5.0,23779,127485,,,,,,True,True,True,,,,True,,True,True,,,,,,,,,,,,,,True,True,True,,,
240,geely,Gelly-Emgrand,Geely Emgrand 2025 Automatic / Comfort /  ,839000.0,sedan,Internal_Combustion_Engine,20975,8390,1500,False,120,,,6,automatic_traditional,92,4,50,152,4638,1822,1460,,2650,500,china,egypt,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,200000.0,6.0,23475,125850,6.4,,,,,,True,,,,,,,True,True,,,True,,,,,,,,,,,True,True,,,,
241,geely,Gelly-Emgrand,Geely Emgrand 2025 Automtic / Luxury /  ,939000.0,sedan,Internal_Combustion_Engine,23475,9390,1500,False,120,,,6,automatic_traditional,92,4,50,152,4638,1822,1460,,2650,500,china,egypt,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,200000.0,6.0,26272,140850,6.4,True,,,True,,True,True,,,,,,True,True,,,True,,,,,,,,,,,True,True,True,,,
242,geely,Okavango,Geely Okavango 2025 A/T / Premium ,1639000.0,crossover/suv,Internal_Combustion_Engine,40975,16390,1500,True,190,,11.0,7,automatic_dsg,95,3,60,300,4835,1900,1780,,2815,257,china,china,2025,7,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,150000.0,5.0,45858,245850,6.6,True,True,,True,True,True,True,,True,True,,True,True,True,True,,True,,,,,,,,,,,True,True,True,,,
243,geely,Starray,Geely Starray 2025 A/T / Comfort ,1499000.0,crossover/suv,Internal_Combustion_Engine,37475,14990,1500,True,174,,,8,automatic_dsg,95,4,,,,,,,,,china,china,2025,,front traction,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,250000.0,7.0,41941,224850,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
244,geely,Starray,Geely Starray 2025 A/T / Premium ,1599000.0,crossover/suv,Internal_Combustion_Engine,39975,15990,1500,True,174,,,8,automatic_dsg,95,4,,,,,,,,,china,china,2025,,front traction,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,250000.0,7.0,44739,239850,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
245,geely,Starray,Geely Starray 2025 A/T / Sport ,1699000.0,crossover/suv,Internal_Combustion_Engine,42475,16990,1500,True,174,,,8,automatic_dsg,95,4,,,,,,,,,china,china,2025,,front traction,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,250000.0,7.0,47537,254850,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
246,geely,Starray,Geely Starray 2025 A/T / Sport +,1769000.0,crossover/suv,Internal_Combustion_Engine,44225,17690,1500,True,174,,,8,automatic_dsg,95,4,,,,,,,,,china,china,2025,,front traction,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,250000.0,7.0,49495,265350,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
247,haval,H6-HEV,Haval H6 HEV 2025 A/T / High Deluxe,1570000.0,crossover/suv,Hybrid,39250,15700,1500,True,113,,,7,automatic_dsg,95,4,,233,4683,1886,1730,,2738,407,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,43927,235500,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,1.69,
248,haval,H6-HEV,Haval H6 HEV 2026 A/T / High Deluxe,1590000.0,crossover/suv,Hybrid,39750,15900,1500,True,113,,,7,automatic_dsg,95,4,,233,4683,1886,1730,,2738,407,china,china,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,44487,238500,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,1.69,
249,haval,Jolion,Haval Jolion 2025 A/T / Deluxe SR,1175000.0,crossover/suv,Internal_Combustion_Engine,29375,11750,1500,True,148,,,7,automatic_dsg,92,4,,210,4472,1841,1619,,2700,337,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,32876,176250,,True,True,,True,True,True,True,,True,True,,True,True,True,,True,,,,,,,,,,,,True,True,True,,,
250,haval,Jolion,Haval Jolion 2025 A/T / High Deluxe,1225000.0,crossover/suv,Internal_Combustion_Engine,30625,12250,1500,True,148,,,7,automatic_dsg,92,4,,210,4472,1814,1619,,2700,337,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,34274,183750,,True,True,,True,True,True,True,,True,True,,True,True,True,,True,True,,,,,,,,,,,True,True,True,,,
251,haval,Jolion-Pro,Haval Jolion Pro 2025 A/T / High Deluxe,1340000.0,crossover/suv,Internal_Combustion_Engine,33500,13400,1500,True,148,,,7,automatic_dsg,92,4,,220,4470,1898,1625,,2700,291,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,37492,201000,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
252,haval,haval-h6,Haval H6 2025 A/T / Standard,1179000.0,crossover/suv,Internal_Combustion_Engine,29475,11790,1500,True,152,,,7,automatic_dsg,92,4,,233,4653,1886,1730,,2738,600,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,5.0,32987,176850,,,,,,,True,True,,,,,,True,True,,,,,,,,,,,,,,True,True,True,,,
253,haval,haval-h6,Haval H6 2025 A/T / Deluxe,1299000.0,crossover/suv,Internal_Combustion_Engine,32475,12990,1500,True,148,,,7,automatic_dsg,92,4,,210,4472,1841,1619,,2700,337,china,china,2025,5,front traction,True,True,True,True,,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,5.0,36345,194850,,True,,,True,True,True,True,,,,,,True,True,,,,,,,,,,,,,,True,True,True,,,
254,haval,haval-h6,Haval H6 2025 A/T / Deluxe SR,1329000.0,crossover/suv,Internal_Combustion_Engine,33225,13290,1500,True,152,,,7,automatic_dsg,92,4,,233,4653,1886,1735,,2738,600,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,37184,199350,,True,True,,True,True,True,True,,True,,,True,True,True,,True,,,,,,,,,,,,True,True,True,,,
255,haval,haval-h6,Haval H6 2026 A/T / Luxury,1399000.0,crossover/suv,Internal_Combustion_Engine,34975,13990,1500,True,181,,,7,automatic_dsg,95,4,,275,,,,,,,china,,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,100000.0,5.0,39143,209850,,True,True,,,True,True,True,True,True,True,True,,True,True,True,True,,,,,True,True,True,True,True,True,True,True,True,True,,,
256,haval,haval-h6,Haval H6 2025 A/T / Top Line,1449000.0,crossover/suv,Internal_Combustion_Engine,36225,14490,1500,True,140,,,7,automatic_traditional,,4,,210,4472,1841,1574,,,,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,100000.0,5.0,40542,217350,7.3,,,True,,True,,True,True,True,True,,,True,,,True,,,,,,,,,,,,,True,True,,,
257,haval,haval-h6,Haval H6 2026 A/T / Premium,1555000.0,crossover/suv,Internal_Combustion_Engine,38875,15550,1500,True,181,,,7,automatic_dsg,95,4,,275,,,,,,,china,,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,100000.0,5.0,43508,233250,,True,True,,,True,True,True,True,True,True,True,,True,True,True,True,,,,,True,True,True,True,True,True,True,True,True,True,,,
